Year,State,Ag District,County,Value,Location,ANSI Code,State Initial
2002,South Dakota,East Central,Lake,102.2,"Lake County, South Dakota",46079,SD
2002,South Dakota,Southeast,Lincoln,137.0,"Lincoln County, South Dakota",46083,SD
2002,South Dakota,East Central,Mccook,113.4,"Mccook County, South Dakota",46087,SD
2002,South Dakota,East Central,Minnehaha,117.8,"Minnehaha County, South Dakota",46099,SD
2002,South Dakota,North Central,Spink,82.9,"Spink County, South Dakota",46115,SD
2002,South Dakota,South Central,Tripp,27.0,"Tripp County, South Dakota",46123,SD
2002,South Dakota,Southeast,Turner,105.1,"Turner County, South Dakota",46125,SD
2002,South Dakota,Southeast,Union,126.4,"Union County, South Dakota",46127,SD
2002,South Dakota,Southeast,Yankton,90.7,"Yankton County, South Dakota",46135,SD
2001,South Dakota,North Central,Brown,125.5,"Brown County, South Dakota",46013,SD
2001,South Dakota,Central,Brule,85.3,"Brule County, South Dakota",46015,SD
2001,South Dakota,Southeast,Charles Mix,104.2,"Charles Mix County, South Dakota",46023,SD
2001,South Dakota,Northeast,Grant,113.1,"Grant County, South Dakota",46051,SD
2001,South Dakota,Central,Hand,89.1,"Hand County, South Dakota",46059,SD
2001,South Dakota,East Central,Lake,114.0,"Lake County, South Dakota",46079,SD
2001,South Dakota,Southeast,Lincoln,124.1,"Lincoln County, South Dakota",46083,SD
2001,South Dakota,East Central,Mccook,124.1,"Mccook County, South Dakota",46087,SD
2001,South Dakota,East Central,Minnehaha,123.4,"Minnehaha County, South Dakota",46099,SD
2001,South Dakota,North Central,Spink,118.7,"Spink County, South Dakota",46115,SD
2001,South Dakota,South Central,Tripp,64.9,"Tripp County, South Dakota",46123,SD
2001,South Dakota,Southeast,Turner,114.2,"Turner County, South Dakota",46125,SD
2001,South Dakota,Southeast,Union,128.3,"Union County, South Dakota",46127,SD
2001,South Dakota,Southeast,Yankton,111.9,"Yankton County, South Dakota",46135,SD
2000,South Dakota,North Central,Brown,137.9,"Brown County, South Dakota",46013,SD
2000,South Dakota,Central,Brule,69.4,"Brule County, South Dakota",46015,SD
2000,South Dakota,Southeast,Charles Mix,85.4,"Charles Mix County, South Dakota",46023,SD
2000,South Dakota,Northeast,Grant,116.6,"Grant County, South Dakota",46051,SD
2000,South Dakota,Central,Hand,83.4,"Hand County, South Dakota",46059,SD
2000,South Dakota,East Central,Lake,124.1,"Lake County, South Dakota",46079,SD
2000,South Dakota,Southeast,Lincoln,119.4,"Lincoln County, South Dakota",46083,SD
2000,South Dakota,East Central,Mccook,137.7,"Mccook County, South Dakota",46087,SD
2000,South Dakota,East Central,Minnehaha,134.5,"Minnehaha County, South Dakota",46099,SD
2000,South Dakota,North Central,Spink,126.3,"Spink County, South Dakota",46115,SD
2000,South Dakota,South Central,Tripp,38.3,"Tripp County, South Dakota",46123,SD
2000,South Dakota,Southeast,Turner,117.5,"Turner County, South Dakota",46125,SD
2000,South Dakota,Southeast,Union,126.8,"Union County, South Dakota",46127,SD
2000,South Dakota,Southeast,Yankton,102.9,"Yankton County, South Dakota",46135,SD
1999,South Dakota,North Central,Brown,127.6,"Brown County, South Dakota",46013,SD
1999,South Dakota,Central,Brule,83.5,"Brule County, South Dakota",46015,SD
1999,South Dakota,Southeast,Charles Mix,99.7,"Charles Mix County, South Dakota",46023,SD
1999,South Dakota,Northeast,Grant,123.3,"Grant County, South Dakota",46051,SD
1999,South Dakota,Central,Hand,88.2,"Hand County, South Dakota",46059,SD
1999,South Dakota,East Central,Lake,131.2,"Lake County, South Dakota",46079,SD
1999,South Dakota,Southeast,Lincoln,126.0,"Lincoln County, South Dakota",46083,SD
1999,South Dakota,East Central,Mccook,125.4,"Mccook County, South Dakota",46087,SD
1999,South Dakota,East Central,Minnehaha,132.3,"Minnehaha County, South Dakota",46099,SD
1999,South Dakota,North Central,Spink,119.4,"Spink County, South Dakota",46115,SD
1999,South Dakota,South Central,Tripp,62.8,"Tripp County, South Dakota",46123,SD
1999,South Dakota,Southeast,Turner,122.9,"Turner County, South Dakota",46125,SD
1999,South Dakota,Southeast,Union,133.1,"Union County, South Dakota",46127,SD
1999,South Dakota,Southeast,Yankton,110.7,"Yankton County, South Dakota",46135,SD
1998,South Dakota,North Central,Brown,139.0,"Brown County, South Dakota",46013,SD
1998,South Dakota,Central,Brule,101.0,"Brule County, South Dakota",46015,SD
1998,South Dakota,Southeast,Charles Mix,120.0,"Charles Mix County, South Dakota",46023,SD
1998,South Dakota,Northeast,Grant,123.0,"Grant County, South Dakota",46051,SD
1998,South Dakota,Central,Hand,113.0,"Hand County, South Dakota",46059,SD
1998,South Dakota,East Central,Lake,125.0,"Lake County, South Dakota",46079,SD
1998,South Dakota,Southeast,Lincoln,145.0,"Lincoln County, South Dakota",46083,SD
1998,South Dakota,East Central,Mccook,129.0,"Mccook County, South Dakota",46087,SD
1998,South Dakota,East Central,Minnehaha,139.0,"Minnehaha County, South Dakota",46099,SD
1998,South Dakota,North Central,Spink,111.0,"Spink County, South Dakota",46115,SD
1998,South Dakota,South Central,Tripp,93.0,"Tripp County, South Dakota",46123,SD
1998,South Dakota,Southeast,Turner,138.0,"Turner County, South Dakota",46125,SD
1998,South Dakota,Southeast,Union,136.0,"Union County, South Dakota",46127,SD
1998,South Dakota,Southeast,Yankton,127.0,"Yankton County, South Dakota",46135,SD
1997,South Dakota,North Central,Brown,103.0,"Brown County, South Dakota",46013,SD
1997,South Dakota,Central,Brule,85.0,"Brule County, South Dakota",46015,SD
1997,South Dakota,Southeast,Charles Mix,101.0,"Charles Mix County, South Dakota",46023,SD
1997,South Dakota,Northeast,Grant,110.0,"Grant County, South Dakota",46051,SD
1997,South Dakota,Central,Hand,91.0,"Hand County, South Dakota",46059,SD
1997,South Dakota,East Central,Lake,93.0,"Lake County, South Dakota",46079,SD
1997,South Dakota,Southeast,Lincoln,113.0,"Lincoln County, South Dakota",46083,SD
1997,South Dakota,East Central,Mccook,105.0,"Mccook County, South Dakota",46087,SD
1997,South Dakota,East Central,Minnehaha,107.0,"Minnehaha County, South Dakota",46099,SD
1997,South Dakota,North Central,Spink,105.0,"Spink County, South Dakota",46115,SD
1997,South Dakota,South Central,Tripp,81.0,"Tripp County, South Dakota",46123,SD
1997,South Dakota,Southeast,Turner,105.0,"Turner County, South Dakota",46125,SD
1997,South Dakota,Southeast,Union,115.0,"Union County, South Dakota",46127,SD
1997,South Dakota,Southeast,Yankton,92.0,"Yankton County, South Dakota",46135,SD
1996,South Dakota,North Central,Brown,95.0,"Brown County, South Dakota",46013,SD
1996,South Dakota,Central,Brule,79.0,"Brule County, South Dakota",46015,SD
1996,South Dakota,Southeast,Charles Mix,104.0,"Charles Mix County, South Dakota",46023,SD
1996,South Dakota,Northeast,Grant,100.0,"Grant County, South Dakota",46051,SD
1996,South Dakota,Central,Hand,72.0,"Hand County, South Dakota",46059,SD
1996,South Dakota,East Central,Lake,110.0,"Lake County, South Dakota",46079,SD
1996,South Dakota,Southeast,Lincoln,123.0,"Lincoln County, South Dakota",46083,SD
1996,South Dakota,East Central,Mccook,121.0,"Mccook County, South Dakota",46087,SD
1996,South Dakota,East Central,Minnehaha,115.0,"Minnehaha County, South Dakota",46099,SD
1996,South Dakota,North Central,Spink,93.0,"Spink County, South Dakota",46115,SD
1996,South Dakota,South Central,Tripp,60.0,"Tripp County, South Dakota",46123,SD
1996,South Dakota,Southeast,Turner,123.0,"Turner County, South Dakota",46125,SD
1996,South Dakota,Southeast,Union,139.0,"Union County, South Dakota",46127,SD
1996,South Dakota,Southeast,Yankton,118.0,"Yankton County, South Dakota",46135,SD
1995,South Dakota,North Central,Brown,90.5,"Brown County, South Dakota",46013,SD
1995,South Dakota,Central,Brule,56.0,"Brule County, South Dakota",46015,SD
1995,South Dakota,Southeast,Charles Mix,67.0,"Charles Mix County, South Dakota",46023,SD
1995,South Dakota,Northeast,Grant,86.0,"Grant County, South Dakota",46051,SD
1995,South Dakota,Central,Hand,62.0,"Hand County, South Dakota",46059,SD
1995,South Dakota,East Central,Lake,83.0,"Lake County, South Dakota",46079,SD
1995,South Dakota,Southeast,Lincoln,99.0,"Lincoln County, South Dakota",46083,SD
1995,South Dakota,East Central,Mccook,76.5,"Mccook County, South Dakota",46087,SD
1995,South Dakota,East Central,Minnehaha,87.5,"Minnehaha County, South Dakota",46099,SD
1995,South Dakota,North Central,Spink,77.0,"Spink County, South Dakota",46115,SD
1995,South Dakota,South Central,Tripp,50.0,"Tripp County, South Dakota",46123,SD
1995,South Dakota,Southeast,Turner,82.0,"Turner County, South Dakota",46125,SD
1995,South Dakota,Southeast,Union,109.5,"Union County, South Dakota",46127,SD
1995,South Dakota,Southeast,Yankton,84.0,"Yankton County, South Dakota",46135,SD
1994,South Dakota,North Central,Brown,114.0,"Brown County, South Dakota",46013,SD
1994,South Dakota,Central,Brule,90.0,"Brule County, South Dakota",46015,SD
1994,South Dakota,Southeast,Charles Mix,101.0,"Charles Mix County, South Dakota",46023,SD
1994,South Dakota,Northeast,Grant,115.0,"Grant County, South Dakota",46051,SD
1994,South Dakota,Central,Hand,89.0,"Hand County, South Dakota",46059,SD
1994,South Dakota,East Central,Lake,121.0,"Lake County, South Dakota",46079,SD
1994,South Dakota,Southeast,Lincoln,132.0,"Lincoln County, South Dakota",46083,SD
1994,South Dakota,East Central,Mccook,112.0,"Mccook County, South Dakota",46087,SD
1994,South Dakota,East Central,Minnehaha,126.0,"Minnehaha County, South Dakota",46099,SD
1994,South Dakota,North Central,Spink,107.0,"Spink County, South Dakota",46115,SD
1994,South Dakota,South Central,Tripp,77.0,"Tripp County, South Dakota",46123,SD
1994,South Dakota,Southeast,Turner,125.0,"Turner County, South Dakota",46125,SD
1994,South Dakota,Southeast,Union,133.0,"Union County, South Dakota",46127,SD
1994,South Dakota,Southeast,Yankton,117.0,"Yankton County, South Dakota",46135,SD
1993,South Dakota,North Central,Brown,59.2,"Brown County, South Dakota",46013,SD
1993,South Dakota,Central,Brule,63.0,"Brule County, South Dakota",46015,SD
1993,South Dakota,Southeast,Charles Mix,83.0,"Charles Mix County, South Dakota",46023,SD
1993,South Dakota,Northeast,Grant,44.3,"Grant County, South Dakota",46051,SD
1993,South Dakota,Central,Hand,65.6,"Hand County, South Dakota",46059,SD
1993,South Dakota,East Central,Lake,45.9,"Lake County, South Dakota",46079,SD
1993,South Dakota,Southeast,Lincoln,71.0,"Lincoln County, South Dakota",46083,SD
1993,South Dakota,East Central,Mccook,58.0,"Mccook County, South Dakota",46087,SD
1993,South Dakota,East Central,Minnehaha,71.0,"Minnehaha County, South Dakota",46099,SD
1993,South Dakota,North Central,Spink,69.7,"Spink County, South Dakota",46115,SD
1993,South Dakota,South Central,Tripp,63.1,"Tripp County, South Dakota",46123,SD
1993,South Dakota,Southeast,Turner,70.2,"Turner County, South Dakota",46125,SD
1993,South Dakota,Southeast,Union,97.7,"Union County, South Dakota",46127,SD
1993,South Dakota,Southeast,Yankton,77.0,"Yankton County, South Dakota",46135,SD
1992,South Dakota,North Central,Brown,63.5,"Brown County, South Dakota",46013,SD
1992,South Dakota,Central,Brule,73.6,"Brule County, South Dakota",46015,SD
1992,South Dakota,Southeast,Charles Mix,88.0,"Charles Mix County, South Dakota",46023,SD
1992,South Dakota,Northeast,Grant,78.9,"Grant County, South Dakota",46051,SD
1992,South Dakota,Central,Hand,54.9,"Hand County, South Dakota",46059,SD
1992,South Dakota,East Central,Lake,97.3,"Lake County, South Dakota",46079,SD
1992,South Dakota,Southeast,Lincoln,113.4,"Lincoln County, South Dakota",46083,SD
1992,South Dakota,East Central,Mccook,93.0,"Mccook County, South Dakota",46087,SD
1992,South Dakota,East Central,Minnehaha,100.2,"Minnehaha County, South Dakota",46099,SD
1992,South Dakota,North Central,Spink,63.0,"Spink County, South Dakota",46115,SD
1992,South Dakota,South Central,Tripp,54.9,"Tripp County, South Dakota",46123,SD
1992,South Dakota,Southeast,Turner,110.7,"Turner County, South Dakota",46125,SD
1992,South Dakota,Southeast,Union,127.0,"Union County, South Dakota",46127,SD
1992,South Dakota,Southeast,Yankton,103.0,"Yankton County, South Dakota",46135,SD
1991,South Dakota,North Central,Brown,91.7,"Brown County, South Dakota",46013,SD
1991,South Dakota,Central,Brule,41.7,"Brule County, South Dakota",46015,SD
1991,South Dakota,Southeast,Charles Mix,40.8,"Charles Mix County, South Dakota",46023,SD
1991,South Dakota,Northeast,Grant,89.2,"Grant County, South Dakota",46051,SD
1991,South Dakota,Central,Hand,57.9,"Hand County, South Dakota",46059,SD
1991,South Dakota,East Central,Lake,96.9,"Lake County, South Dakota",46079,SD
1991,South Dakota,Southeast,Lincoln,91.3,"Lincoln County, South Dakota",46083,SD
1991,South Dakota,East Central,Mccook,61.0,"Mccook County, South Dakota",46087,SD
1991,South Dakota,East Central,Minnehaha,90.2,"Minnehaha County, South Dakota",46099,SD
1991,South Dakota,North Central,Spink,76.0,"Spink County, South Dakota",46115,SD
1991,South Dakota,South Central,Tripp,33.2,"Tripp County, South Dakota",46123,SD
1991,South Dakota,Southeast,Turner,67.0,"Turner County, South Dakota",46125,SD
1991,South Dakota,Southeast,Union,108.0,"Union County, South Dakota",46127,SD
1991,South Dakota,Southeast,Yankton,69.9,"Yankton County, South Dakota",46135,SD
2020,Tennessee,East Tennessee,Blount,139.9,"Blount County, Tennessee",47009,TN
2020,Tennessee,Central Basin,Cannon,158.1,"Cannon County, Tennessee",47015,TN
2020,Tennessee,West Tennessee,Carroll,166.5,"Carroll County, Tennessee",47017,TN
2020,Tennessee,Cumberland Plateau,Coffee,160.9,"Coffee County, Tennessee",47031,TN
2020,Tennessee,West Tennessee,Crockett,171.4,"Crockett County, Tennessee",47033,TN
2020,Tennessee,West Tennessee,Fayette,164.3,"Fayette County, Tennessee",47047,TN
2020,Tennessee,Cumberland Plateau,Franklin,176.7,"Franklin County, Tennessee",47051,TN
2020,Tennessee,West Tennessee,Gibson,176.1,"Gibson County, Tennessee",47053,TN
2020,Tennessee,Central Basin,Giles,196.7,"Giles County, Tennessee",47055,TN
2020,Tennessee,West Tennessee,Haywood,180.0,"Haywood County, Tennessee",47075,TN
2020,Tennessee,West Tennessee,Henry,171.3,"Henry County, Tennessee",47079,TN
2020,Tennessee,Delta,Lauderdale,168.2,"Lauderdale County, Tennessee",47097,TN
2020,Tennessee,Western Rim,Lawrence,168.9,"Lawrence County, Tennessee",47099,TN
2020,Tennessee,Central Basin,Macon,170.5,"Macon County, Tennessee",47111,TN
2020,Tennessee,Cumberland Plateau,Marion,176.5,"Marion County, Tennessee",47115,TN
2020,Tennessee,Western Rim,Robertson,189.6,"Robertson County, Tennessee",47147,TN
2020,Tennessee,Central Basin,Rutherford,154.6,"Rutherford County, Tennessee",47149,TN
2020,Tennessee,Delta,Tipton,178.6,"Tipton County, Tennessee",47167,TN
2020,Tennessee,West Tennessee,Weakley,167.4,"Weakley County, Tennessee",47183,TN
2019,Tennessee,East Tennessee,Blount,151.5,"Blount County, Tennessee",47009,TN
2019,Tennessee,Central Basin,Cannon,175.5,"Cannon County, Tennessee",47015,TN
2019,Tennessee,West Tennessee,Carroll,177.0,"Carroll County, Tennessee",47017,TN
2019,Tennessee,Cumberland Plateau,Coffee,185.0,"Coffee County, Tennessee",47031,TN
2019,Tennessee,West Tennessee,Crockett,175.0,"Crockett County, Tennessee",47033,TN
2019,Tennessee,West Tennessee,Fayette,164.5,"Fayette County, Tennessee",47047,TN
2019,Tennessee,Cumberland Plateau,Franklin,168.0,"Franklin County, Tennessee",47051,TN
2019,Tennessee,West Tennessee,Gibson,176.0,"Gibson County, Tennessee",47053,TN
2019,Tennessee,Central Basin,Giles,198.5,"Giles County, Tennessee",47055,TN
2019,Tennessee,West Tennessee,Haywood,197.5,"Haywood County, Tennessee",47075,TN
2019,Tennessee,West Tennessee,Henry,182.5,"Henry County, Tennessee",47079,TN
2019,Tennessee,Delta,Lauderdale,176.0,"Lauderdale County, Tennessee",47097,TN
2019,Tennessee,Western Rim,Lawrence,179.0,"Lawrence County, Tennessee",47099,TN
2019,Tennessee,Central Basin,Macon,170.5,"Macon County, Tennessee",47111,TN
2019,Tennessee,Cumberland Plateau,Marion,179.3,"Marion County, Tennessee",47115,TN
2019,Tennessee,Western Rim,Robertson,188.0,"Robertson County, Tennessee",47147,TN
2019,Tennessee,Central Basin,Rutherford,201.5,"Rutherford County, Tennessee",47149,TN
2019,Tennessee,Delta,Tipton,172.5,"Tipton County, Tennessee",47167,TN
2019,Tennessee,West Tennessee,Weakley,173.5,"Weakley County, Tennessee",47183,TN
2018,Tennessee,East Tennessee,Blount,147.0,"Blount County, Tennessee",47009,TN
2018,Tennessee,Central Basin,Cannon,181.0,"Cannon County, Tennessee",47015,TN
2018,Tennessee,West Tennessee,Carroll,154.9,"Carroll County, Tennessee",47017,TN
2018,Tennessee,Cumberland Plateau,Coffee,195.0,"Coffee County, Tennessee",47031,TN
2018,Tennessee,West Tennessee,Crockett,165.9,"Crockett County, Tennessee",47033,TN
2018,Tennessee,West Tennessee,Fayette,161.1,"Fayette County, Tennessee",47047,TN
2018,Tennessee,Cumberland Plateau,Franklin,196.9,"Franklin County, Tennessee",47051,TN
2018,Tennessee,West Tennessee,Gibson,156.9,"Gibson County, Tennessee",47053,TN
2018,Tennessee,Central Basin,Giles,189.4,"Giles County, Tennessee",47055,TN
2018,Tennessee,West Tennessee,Haywood,188.1,"Haywood County, Tennessee",47075,TN
2018,Tennessee,West Tennessee,Henry,163.4,"Henry County, Tennessee",47079,TN
2018,Tennessee,Delta,Lauderdale,157.8,"Lauderdale County, Tennessee",47097,TN
2018,Tennessee,Western Rim,Lawrence,175.1,"Lawrence County, Tennessee",47099,TN
2018,Tennessee,Central Basin,Macon,169.0,"Macon County, Tennessee",47111,TN
2018,Tennessee,Cumberland Plateau,Marion,185.0,"Marion County, Tennessee",47115,TN
2018,Tennessee,Western Rim,Robertson,179.1,"Robertson County, Tennessee",47147,TN
2018,Tennessee,Central Basin,Rutherford,167.5,"Rutherford County, Tennessee",47149,TN
2018,Tennessee,Delta,Tipton,158.0,"Tipton County, Tennessee",47167,TN
2018,Tennessee,West Tennessee,Weakley,163.8,"Weakley County, Tennessee",47183,TN
2017,Tennessee,East Tennessee,Blount,141.7,"Blount County, Tennessee",47009,TN
2017,Tennessee,Central Basin,Cannon,166.4,"Cannon County, Tennessee",47015,TN
2017,Tennessee,West Tennessee,Carroll,149.8,"Carroll County, Tennessee",47017,TN
2017,Tennessee,Cumberland Plateau,Coffee,180.2,"Coffee County, Tennessee",47031,TN
2017,Tennessee,West Tennessee,Crockett,159.2,"Crockett County, Tennessee",47033,TN
2017,Tennessee,West Tennessee,Fayette,174.1,"Fayette County, Tennessee",47047,TN
2017,Tennessee,Cumberland Plateau,Franklin,191.2,"Franklin County, Tennessee",47051,TN
2017,Tennessee,West Tennessee,Gibson,169.3,"Gibson County, Tennessee",47053,TN
2017,Tennessee,Central Basin,Giles,187.5,"Giles County, Tennessee",47055,TN
2017,Tennessee,West Tennessee,Haywood,185.7,"Haywood County, Tennessee",47075,TN
2017,Tennessee,West Tennessee,Henry,169.3,"Henry County, Tennessee",47079,TN
2017,Tennessee,Delta,Lauderdale,176.0,"Lauderdale County, Tennessee",47097,TN
2017,Tennessee,Western Rim,Lawrence,188.8,"Lawrence County, Tennessee",47099,TN
2017,Tennessee,Central Basin,Macon,164.5,"Macon County, Tennessee",47111,TN
2017,Tennessee,Cumberland Plateau,Marion,164.4,"Marion County, Tennessee",47115,TN
2017,Tennessee,Western Rim,Robertson,170.0,"Robertson County, Tennessee",47147,TN
2017,Tennessee,Central Basin,Rutherford,190.8,"Rutherford County, Tennessee",47149,TN
2017,Tennessee,Delta,Tipton,168.8,"Tipton County, Tennessee",47167,TN
2017,Tennessee,West Tennessee,Weakley,166.6,"Weakley County, Tennessee",47183,TN
2016,Tennessee,East Tennessee,Blount,97.5,"Blount County, Tennessee",47009,TN
2016,Tennessee,Central Basin,Cannon,139.3,"Cannon County, Tennessee",47015,TN
2016,Tennessee,West Tennessee,Carroll,127.8,"Carroll County, Tennessee",47017,TN
2016,Tennessee,Cumberland Plateau,Coffee,163.7,"Coffee County, Tennessee",47031,TN
2016,Tennessee,West Tennessee,Crockett,160.0,"Crockett County, Tennessee",47033,TN
2016,Tennessee,West Tennessee,Fayette,158.1,"Fayette County, Tennessee",47047,TN
2016,Tennessee,Cumberland Plateau,Franklin,162.7,"Franklin County, Tennessee",47051,TN
2016,Tennessee,West Tennessee,Gibson,145.1,"Gibson County, Tennessee",47053,TN
2016,Tennessee,Central Basin,Giles,163.0,"Giles County, Tennessee",47055,TN
2016,Tennessee,West Tennessee,Haywood,178.7,"Haywood County, Tennessee",47075,TN
2016,Tennessee,West Tennessee,Henry,146.2,"Henry County, Tennessee",47079,TN
2016,Tennessee,Delta,Lauderdale,154.7,"Lauderdale County, Tennessee",47097,TN
2016,Tennessee,Western Rim,Lawrence,150.0,"Lawrence County, Tennessee",47099,TN
2016,Tennessee,Central Basin,Macon,165.0,"Macon County, Tennessee",47111,TN
2016,Tennessee,Cumberland Plateau,Marion,116.7,"Marion County, Tennessee",47115,TN
2016,Tennessee,Western Rim,Robertson,173.1,"Robertson County, Tennessee",47147,TN
2016,Tennessee,Central Basin,Rutherford,150.0,"Rutherford County, Tennessee",47149,TN
2016,Tennessee,Delta,Tipton,140.8,"Tipton County, Tennessee",47167,TN
2016,Tennessee,West Tennessee,Weakley,138.7,"Weakley County, Tennessee",47183,TN
2015,Tennessee,East Tennessee,Blount,157.8,"Blount County, Tennessee",47009,TN
2015,Tennessee,Central Basin,Cannon,179.3,"Cannon County, Tennessee",47015,TN
2015,Tennessee,West Tennessee,Carroll,148.5,"Carroll County, Tennessee",47017,TN
2015,Tennessee,Cumberland Plateau,Coffee,164.1,"Coffee County, Tennessee",47031,TN
2015,Tennessee,West Tennessee,Crockett,156.2,"Crockett County, Tennessee",47033,TN
2015,Tennessee,West Tennessee,Fayette,159.5,"Fayette County, Tennessee",47047,TN
2015,Tennessee,Cumberland Plateau,Franklin,181.4,"Franklin County, Tennessee",47051,TN
2015,Tennessee,West Tennessee,Gibson,153.0,"Gibson County, Tennessee",47053,TN
2015,Tennessee,Central Basin,Giles,163.3,"Giles County, Tennessee",47055,TN
2015,Tennessee,West Tennessee,Haywood,157.6,"Haywood County, Tennessee",47075,TN
2015,Tennessee,West Tennessee,Henry,170.8,"Henry County, Tennessee",47079,TN
2015,Tennessee,Delta,Lauderdale,160.0,"Lauderdale County, Tennessee",47097,TN
2015,Tennessee,Western Rim,Lawrence,175.8,"Lawrence County, Tennessee",47099,TN
2015,Tennessee,Central Basin,Macon,177.4,"Macon County, Tennessee",47111,TN
2015,Tennessee,Cumberland Plateau,Marion,175.0,"Marion County, Tennessee",47115,TN
2015,Tennessee,Western Rim,Robertson,172.9,"Robertson County, Tennessee",47147,TN
2015,Tennessee,Central Basin,Rutherford,180.0,"Rutherford County, Tennessee",47149,TN
2015,Tennessee,Delta,Tipton,152.0,"Tipton County, Tennessee",47167,TN
2015,Tennessee,West Tennessee,Weakley,156.2,"Weakley County, Tennessee",47183,TN
2014,Tennessee,East Tennessee,Blount,153.8,"Blount County, Tennessee",47009,TN
2014,Tennessee,Central Basin,Cannon,189.8,"Cannon County, Tennessee",47015,TN
2014,Tennessee,West Tennessee,Carroll,176.8,"Carroll County, Tennessee",47017,TN
2014,Tennessee,Cumberland Plateau,Coffee,185.4,"Coffee County, Tennessee",47031,TN
2014,Tennessee,West Tennessee,Crockett,165.6,"Crockett County, Tennessee",47033,TN
2014,Tennessee,West Tennessee,Fayette,174.6,"Fayette County, Tennessee",47047,TN
2014,Tennessee,Cumberland Plateau,Franklin,191.7,"Franklin County, Tennessee",47051,TN
2014,Tennessee,West Tennessee,Gibson,175.8,"Gibson County, Tennessee",47053,TN
2014,Tennessee,Central Basin,Giles,171.5,"Giles County, Tennessee",47055,TN
2014,Tennessee,West Tennessee,Haywood,193.6,"Haywood County, Tennessee",47075,TN
2014,Tennessee,West Tennessee,Henry,170.5,"Henry County, Tennessee",47079,TN
2014,Tennessee,Delta,Lauderdale,163.5,"Lauderdale County, Tennessee",47097,TN
2014,Tennessee,Western Rim,Lawrence,189.1,"Lawrence County, Tennessee",47099,TN
2014,Tennessee,Central Basin,Macon,127.6,"Macon County, Tennessee",47111,TN
2014,Tennessee,Cumberland Plateau,Marion,194.2,"Marion County, Tennessee",47115,TN
2014,Tennessee,Western Rim,Robertson,125.1,"Robertson County, Tennessee",47147,TN
2014,Tennessee,Central Basin,Rutherford,170.6,"Rutherford County, Tennessee",47149,TN
2014,Tennessee,Delta,Tipton,161.9,"Tipton County, Tennessee",47167,TN
2014,Tennessee,West Tennessee,Weakley,162.5,"Weakley County, Tennessee",47183,TN
2013,Tennessee,East Tennessee,Blount,136.4,"Blount County, Tennessee",47009,TN
2013,Tennessee,Central Basin,Cannon,156.3,"Cannon County, Tennessee",47015,TN
2013,Tennessee,West Tennessee,Carroll,149.9,"Carroll County, Tennessee",47017,TN
2013,Tennessee,Cumberland Plateau,Coffee,155.5,"Coffee County, Tennessee",47031,TN
2013,Tennessee,West Tennessee,Crockett,141.3,"Crockett County, Tennessee",47033,TN
2013,Tennessee,West Tennessee,Fayette,169.0,"Fayette County, Tennessee",47047,TN
2013,Tennessee,Cumberland Plateau,Franklin,180.1,"Franklin County, Tennessee",47051,TN
2013,Tennessee,West Tennessee,Gibson,149.2,"Gibson County, Tennessee",47053,TN
2013,Tennessee,Central Basin,Giles,171.9,"Giles County, Tennessee",47055,TN
2013,Tennessee,West Tennessee,Haywood,162.5,"Haywood County, Tennessee",47075,TN
2013,Tennessee,West Tennessee,Henry,173.2,"Henry County, Tennessee",47079,TN
2013,Tennessee,Delta,Lauderdale,137.5,"Lauderdale County, Tennessee",47097,TN
2013,Tennessee,Western Rim,Lawrence,170.0,"Lawrence County, Tennessee",47099,TN
2013,Tennessee,Central Basin,Macon,169.8,"Macon County, Tennessee",47111,TN
2013,Tennessee,Cumberland Plateau,Marion,120.0,"Marion County, Tennessee",47115,TN
2013,Tennessee,Western Rim,Robertson,171.9,"Robertson County, Tennessee",47147,TN
2013,Tennessee,Central Basin,Rutherford,178.9,"Rutherford County, Tennessee",47149,TN
2013,Tennessee,Delta,Tipton,139.8,"Tipton County, Tennessee",47167,TN
2013,Tennessee,West Tennessee,Weakley,154.1,"Weakley County, Tennessee",47183,TN
2012,Tennessee,East Tennessee,Blount,104.1,"Blount County, Tennessee",47009,TN
2012,Tennessee,Central Basin,Cannon,33.0,"Cannon County, Tennessee",47015,TN
2012,Tennessee,West Tennessee,Carroll,92.0,"Carroll County, Tennessee",47017,TN
2012,Tennessee,Cumberland Plateau,Coffee,61.8,"Coffee County, Tennessee",47031,TN
2012,Tennessee,West Tennessee,Crockett,88.8,"Crockett County, Tennessee",47033,TN
2012,Tennessee,West Tennessee,Fayette,115.0,"Fayette County, Tennessee",47047,TN
2012,Tennessee,Cumberland Plateau,Franklin,83.3,"Franklin County, Tennessee",47051,TN
2012,Tennessee,West Tennessee,Gibson,82.7,"Gibson County, Tennessee",47053,TN
2012,Tennessee,Central Basin,Giles,84.6,"Giles County, Tennessee",47055,TN
2012,Tennessee,West Tennessee,Haywood,120.0,"Haywood County, Tennessee",47075,TN
2012,Tennessee,West Tennessee,Henry,67.6,"Henry County, Tennessee",47079,TN
2012,Tennessee,Delta,Lauderdale,114.0,"Lauderdale County, Tennessee",47097,TN
2012,Tennessee,Western Rim,Lawrence,71.7,"Lawrence County, Tennessee",47099,TN
2012,Tennessee,Central Basin,Macon,56.5,"Macon County, Tennessee",47111,TN
2012,Tennessee,Cumberland Plateau,Marion,109.5,"Marion County, Tennessee",47115,TN
