Year,State,Ag District,County,Value,Location,ANSI Code,State Initial
2017,Texas,Edwards Plateau,Concho,28.8,"Concho County, Texas",48095,TX
2017,Texas,Blacklands,Cooke,28.7,"Cooke County, Texas",48097,TX
2017,Texas,Blacklands,Coryell,18.0,"Coryell County, Texas",48099,TX
2017,Texas,Northern High Plains,Dallam,57.7,"Dallam County, Texas",48111,TX
2017,Texas,Northern High Plains,Deaf Smith,28.2,"Deaf Smith County, Texas",48117,TX
2017,Texas,Blacklands,Denton,26.8,"Denton County, Texas",48121,TX
2017,Texas,Blacklands,Ellis,40.4,"Ellis County, Texas",48139,TX
2017,Texas,Blacklands,Fannin,40.5,"Fannin County, Texas",48147,TX
2017,Texas,Blacklands,Grayson,46.8,"Grayson County, Texas",48181,TX
2017,Texas,Northern Low Plains,Hardeman,20.4,"Hardeman County, Texas",48197,TX
2017,Texas,Blacklands,Hill,43.6,"Hill County, Texas",48217,TX
2017,Texas,Blacklands,Johnson,51.6,"Johnson County, Texas",48251,TX
2017,Texas,Southern Low Plains,Jones,19.8,"Jones County, Texas",48253,TX
2017,Texas,Southern Low Plains,Knox,24.0,"Knox County, Texas",48275,TX
2017,Texas,Edwards Plateau,Mcculloch,33.0,"Mcculloch County, Texas",48307,TX
2017,Texas,Blacklands,Mclennan,37.6,"Mclennan County, Texas",48309,TX
2017,Texas,Northern High Plains,Moore,26.5,"Moore County, Texas",48341,TX
2017,Texas,Blacklands,Navarro,39.5,"Navarro County, Texas",48349,TX
2017,Texas,Northern High Plains,Ochiltree,41.0,"Ochiltree County, Texas",48357,TX
2017,Texas,Northern High Plains,Randall,25.5,"Randall County, Texas",48381,TX
2017,Texas,Southern Low Plains,Runnels,27.8,"Runnels County, Texas",48399,TX
2017,Texas,Southern Low Plains,Taylor,23.3,"Taylor County, Texas",48441,TX
2017,Texas,Edwards Plateau,Tom Green,33.1,"Tom Green County, Texas",48451,TX
2017,Texas,Northern Low Plains,Wichita,20.7,"Wichita County, Texas",48485,TX
2017,Texas,Blacklands,Williamson,29.5,"Williamson County, Texas",48491,TX
2017,Texas,Cross Timbers,Young,23.8,"Young County, Texas",48503,TX
2016,Texas,Cross Timbers,Archer,25.8,"Archer County, Texas",48009,TX
2016,Texas,Northern High Plains,Armstrong,25.9,"Armstrong County, Texas",48011,TX
2016,Texas,Blacklands,Bell,25.9,"Bell County, Texas",48027,TX
2016,Texas,Cross Timbers,Callahan,32.3,"Callahan County, Texas",48059,TX
2016,Texas,Northern High Plains,Carson,26.6,"Carson County, Texas",48065,TX
2016,Texas,Cross Timbers,Clay,22.2,"Clay County, Texas",48077,TX
2016,Texas,Southern Low Plains,Coleman,22.3,"Coleman County, Texas",48083,TX
2016,Texas,Edwards Plateau,Concho,31.9,"Concho County, Texas",48095,TX
2016,Texas,Blacklands,Cooke,32.4,"Cooke County, Texas",48097,TX
2016,Texas,Blacklands,Coryell,22.5,"Coryell County, Texas",48099,TX
2016,Texas,Northern High Plains,Dallam,49.6,"Dallam County, Texas",48111,TX
2016,Texas,Northern High Plains,Deaf Smith,40.7,"Deaf Smith County, Texas",48117,TX
2016,Texas,Blacklands,Denton,28.0,"Denton County, Texas",48121,TX
2016,Texas,Blacklands,Ellis,37.3,"Ellis County, Texas",48139,TX
2016,Texas,Blacklands,Fannin,34.7,"Fannin County, Texas",48147,TX
2016,Texas,Blacklands,Grayson,45.5,"Grayson County, Texas",48181,TX
2016,Texas,Northern Low Plains,Hardeman,27.2,"Hardeman County, Texas",48197,TX
2016,Texas,Blacklands,Hill,43.8,"Hill County, Texas",48217,TX
2016,Texas,Blacklands,Johnson,29.2,"Johnson County, Texas",48251,TX
2016,Texas,Southern Low Plains,Jones,21.4,"Jones County, Texas",48253,TX
2016,Texas,Southern Low Plains,Knox,31.4,"Knox County, Texas",48275,TX
2016,Texas,Edwards Plateau,Mcculloch,37.6,"Mcculloch County, Texas",48307,TX
2016,Texas,Blacklands,Mclennan,35.9,"Mclennan County, Texas",48309,TX
2016,Texas,Northern High Plains,Moore,36.4,"Moore County, Texas",48341,TX
2016,Texas,Blacklands,Navarro,27.4,"Navarro County, Texas",48349,TX
2016,Texas,Northern High Plains,Ochiltree,38.3,"Ochiltree County, Texas",48357,TX
2016,Texas,Northern High Plains,Randall,26.1,"Randall County, Texas",48381,TX
2016,Texas,Southern Low Plains,Runnels,27.4,"Runnels County, Texas",48399,TX
2016,Texas,Southern Low Plains,Taylor,28.1,"Taylor County, Texas",48441,TX
2016,Texas,Edwards Plateau,Tom Green,34.2,"Tom Green County, Texas",48451,TX
2016,Texas,Northern Low Plains,Wichita,23.2,"Wichita County, Texas",48485,TX
2016,Texas,Blacklands,Williamson,36.9,"Williamson County, Texas",48491,TX
2016,Texas,Cross Timbers,Young,22.2,"Young County, Texas",48503,TX
2015,Texas,Cross Timbers,Archer,21.5,"Archer County, Texas",48009,TX
2015,Texas,Northern High Plains,Armstrong,25.3,"Armstrong County, Texas",48011,TX
2015,Texas,Blacklands,Bell,44.4,"Bell County, Texas",48027,TX
2015,Texas,Cross Timbers,Callahan,25.1,"Callahan County, Texas",48059,TX
2015,Texas,Northern High Plains,Carson,28.9,"Carson County, Texas",48065,TX
2015,Texas,Cross Timbers,Clay,25.2,"Clay County, Texas",48077,TX
2015,Texas,Southern Low Plains,Coleman,22.3,"Coleman County, Texas",48083,TX
2015,Texas,Edwards Plateau,Concho,26.9,"Concho County, Texas",48095,TX
2015,Texas,Blacklands,Cooke,26.8,"Cooke County, Texas",48097,TX
2015,Texas,Blacklands,Coryell,27.1,"Coryell County, Texas",48099,TX
2015,Texas,Northern High Plains,Dallam,48.2,"Dallam County, Texas",48111,TX
2015,Texas,Northern High Plains,Deaf Smith,36.2,"Deaf Smith County, Texas",48117,TX
2015,Texas,Blacklands,Denton,20.0,"Denton County, Texas",48121,TX
2015,Texas,Blacklands,Ellis,39.3,"Ellis County, Texas",48139,TX
2015,Texas,Blacklands,Fannin,39.9,"Fannin County, Texas",48147,TX
2015,Texas,Blacklands,Grayson,34.9,"Grayson County, Texas",48181,TX
2015,Texas,Northern Low Plains,Hardeman,19.9,"Hardeman County, Texas",48197,TX
2015,Texas,Blacklands,Hill,43.0,"Hill County, Texas",48217,TX
2015,Texas,Blacklands,Johnson,33.9,"Johnson County, Texas",48251,TX
2015,Texas,Southern Low Plains,Jones,21.5,"Jones County, Texas",48253,TX
2015,Texas,Southern Low Plains,Knox,18.3,"Knox County, Texas",48275,TX
2015,Texas,Edwards Plateau,Mcculloch,29.6,"Mcculloch County, Texas",48307,TX
2015,Texas,Blacklands,Mclennan,48.2,"Mclennan County, Texas",48309,TX
2015,Texas,Northern High Plains,Moore,36.5,"Moore County, Texas",48341,TX
2015,Texas,Blacklands,Navarro,38.3,"Navarro County, Texas",48349,TX
2015,Texas,Northern High Plains,Ochiltree,27.3,"Ochiltree County, Texas",48357,TX
2015,Texas,Northern High Plains,Randall,24.6,"Randall County, Texas",48381,TX
2015,Texas,Southern Low Plains,Runnels,26.0,"Runnels County, Texas",48399,TX
2015,Texas,Southern Low Plains,Taylor,25.0,"Taylor County, Texas",48441,TX
2015,Texas,Edwards Plateau,Tom Green,31.5,"Tom Green County, Texas",48451,TX
2015,Texas,Northern Low Plains,Wichita,26.6,"Wichita County, Texas",48485,TX
2015,Texas,Blacklands,Williamson,43.2,"Williamson County, Texas",48491,TX
2015,Texas,Cross Timbers,Young,25.9,"Young County, Texas",48503,TX
2014,Texas,Cross Timbers,Archer,13.1,"Archer County, Texas",48009,TX
2014,Texas,Northern High Plains,Armstrong,13.8,"Armstrong County, Texas",48011,TX
2014,Texas,Blacklands,Bell,52.2,"Bell County, Texas",48027,TX
2014,Texas,Cross Timbers,Callahan,11.5,"Callahan County, Texas",48059,TX
2014,Texas,Northern High Plains,Carson,24.2,"Carson County, Texas",48065,TX
2014,Texas,Cross Timbers,Clay,23.5,"Clay County, Texas",48077,TX
2014,Texas,Southern Low Plains,Coleman,13.2,"Coleman County, Texas",48083,TX
2014,Texas,Edwards Plateau,Concho,25.3,"Concho County, Texas",48095,TX
2014,Texas,Blacklands,Cooke,42.4,"Cooke County, Texas",48097,TX
2014,Texas,Blacklands,Coryell,33.8,"Coryell County, Texas",48099,TX
2014,Texas,Northern High Plains,Dallam,54.1,"Dallam County, Texas",48111,TX
2014,Texas,Northern High Plains,Deaf Smith,41.7,"Deaf Smith County, Texas",48117,TX
2014,Texas,Blacklands,Denton,37.6,"Denton County, Texas",48121,TX
2014,Texas,Blacklands,Ellis,54.9,"Ellis County, Texas",48139,TX
2014,Texas,Blacklands,Fannin,58.5,"Fannin County, Texas",48147,TX
2014,Texas,Blacklands,Grayson,63.2,"Grayson County, Texas",48181,TX
2014,Texas,Northern Low Plains,Hardeman,11.6,"Hardeman County, Texas",48197,TX
2014,Texas,Blacklands,Hill,49.4,"Hill County, Texas",48217,TX
2014,Texas,Blacklands,Johnson,37.5,"Johnson County, Texas",48251,TX
2014,Texas,Southern Low Plains,Jones,14.9,"Jones County, Texas",48253,TX
2014,Texas,Southern Low Plains,Knox,14.4,"Knox County, Texas",48275,TX
2014,Texas,Edwards Plateau,Mcculloch,11.2,"Mcculloch County, Texas",48307,TX
2014,Texas,Blacklands,Mclennan,47.9,"Mclennan County, Texas",48309,TX
2014,Texas,Northern High Plains,Moore,44.8,"Moore County, Texas",48341,TX
2014,Texas,Blacklands,Navarro,28.6,"Navarro County, Texas",48349,TX
2014,Texas,Northern High Plains,Ochiltree,22.9,"Ochiltree County, Texas",48357,TX
2014,Texas,Northern High Plains,Randall,13.6,"Randall County, Texas",48381,TX
2014,Texas,Southern Low Plains,Runnels,13.9,"Runnels County, Texas",48399,TX
2014,Texas,Southern Low Plains,Taylor,20.9,"Taylor County, Texas",48441,TX
2014,Texas,Edwards Plateau,Tom Green,24.0,"Tom Green County, Texas",48451,TX
2014,Texas,Northern Low Plains,Wichita,10.0,"Wichita County, Texas",48485,TX
2014,Texas,Blacklands,Williamson,53.4,"Williamson County, Texas",48491,TX
2014,Texas,Cross Timbers,Young,17.2,"Young County, Texas",48503,TX
2013,Texas,Cross Timbers,Archer,21.9,"Archer County, Texas",48009,TX
2013,Texas,Northern High Plains,Armstrong,8.6,"Armstrong County, Texas",48011,TX
2013,Texas,Blacklands,Bell,45.2,"Bell County, Texas",48027,TX
2013,Texas,Cross Timbers,Callahan,13.7,"Callahan County, Texas",48059,TX
2013,Texas,Northern High Plains,Carson,17.8,"Carson County, Texas",48065,TX
2013,Texas,Cross Timbers,Clay,24.5,"Clay County, Texas",48077,TX
2013,Texas,Southern Low Plains,Coleman,20.5,"Coleman County, Texas",48083,TX
2013,Texas,Edwards Plateau,Concho,25.7,"Concho County, Texas",48095,TX
2013,Texas,Blacklands,Cooke,45.0,"Cooke County, Texas",48097,TX
2013,Texas,Blacklands,Coryell,25.2,"Coryell County, Texas",48099,TX
2013,Texas,Northern High Plains,Dallam,26.1,"Dallam County, Texas",48111,TX
2013,Texas,Northern High Plains,Deaf Smith,16.8,"Deaf Smith County, Texas",48117,TX
2013,Texas,Blacklands,Denton,41.0,"Denton County, Texas",48121,TX
2013,Texas,Blacklands,Ellis,49.6,"Ellis County, Texas",48139,TX
2013,Texas,Blacklands,Fannin,62.9,"Fannin County, Texas",48147,TX
2013,Texas,Blacklands,Grayson,64.6,"Grayson County, Texas",48181,TX
2013,Texas,Northern Low Plains,Hardeman,14.7,"Hardeman County, Texas",48197,TX
2013,Texas,Blacklands,Hill,48.0,"Hill County, Texas",48217,TX
2013,Texas,Blacklands,Johnson,46.2,"Johnson County, Texas",48251,TX
2013,Texas,Southern Low Plains,Jones,21.3,"Jones County, Texas",48253,TX
2013,Texas,Southern Low Plains,Knox,25.2,"Knox County, Texas",48275,TX
2013,Texas,Edwards Plateau,Mcculloch,18.6,"Mcculloch County, Texas",48307,TX
2013,Texas,Blacklands,Mclennan,50.0,"Mclennan County, Texas",48309,TX
2013,Texas,Northern High Plains,Moore,30.1,"Moore County, Texas",48341,TX
2013,Texas,Blacklands,Navarro,55.0,"Navarro County, Texas",48349,TX
2013,Texas,Northern High Plains,Ochiltree,22.6,"Ochiltree County, Texas",48357,TX
2013,Texas,Northern High Plains,Randall,11.9,"Randall County, Texas",48381,TX
2013,Texas,Southern Low Plains,Runnels,25.4,"Runnels County, Texas",48399,TX
2013,Texas,Southern Low Plains,Taylor,19.0,"Taylor County, Texas",48441,TX
2013,Texas,Edwards Plateau,Tom Green,31.1,"Tom Green County, Texas",48451,TX
2013,Texas,Northern Low Plains,Wichita,15.2,"Wichita County, Texas",48485,TX
2013,Texas,Blacklands,Williamson,44.9,"Williamson County, Texas",48491,TX
2013,Texas,Cross Timbers,Young,17.2,"Young County, Texas",48503,TX
2012,Texas,Cross Timbers,Archer,36.7,"Archer County, Texas",48009,TX
2012,Texas,Northern High Plains,Armstrong,16.6,"Armstrong County, Texas",48011,TX
2012,Texas,Blacklands,Bell,49.2,"Bell County, Texas",48027,TX
2012,Texas,Cross Timbers,Callahan,28.1,"Callahan County, Texas",48059,TX
2012,Texas,Northern High Plains,Carson,29.7,"Carson County, Texas",48065,TX
2012,Texas,Cross Timbers,Clay,37.4,"Clay County, Texas",48077,TX
2012,Texas,Southern Low Plains,Coleman,29.6,"Coleman County, Texas",48083,TX
2012,Texas,Edwards Plateau,Concho,30.9,"Concho County, Texas",48095,TX
2012,Texas,Blacklands,Cooke,57.0,"Cooke County, Texas",48097,TX
2012,Texas,Blacklands,Coryell,44.7,"Coryell County, Texas",48099,TX
2012,Texas,Northern High Plains,Dallam,38.2,"Dallam County, Texas",48111,TX
2012,Texas,Northern High Plains,Deaf Smith,35.6,"Deaf Smith County, Texas",48117,TX
2012,Texas,Blacklands,Denton,30.0,"Denton County, Texas",48121,TX
2012,Texas,Blacklands,Ellis,54.1,"Ellis County, Texas",48139,TX
2012,Texas,Blacklands,Fannin,60.3,"Fannin County, Texas",48147,TX
2012,Texas,Blacklands,Grayson,52.3,"Grayson County, Texas",48181,TX
2012,Texas,Northern Low Plains,Hardeman,20.5,"Hardeman County, Texas",48197,TX
2012,Texas,Blacklands,Hill,49.6,"Hill County, Texas",48217,TX
2012,Texas,Blacklands,Johnson,53.7,"Johnson County, Texas",48251,TX
2012,Texas,Southern Low Plains,Jones,25.4,"Jones County, Texas",48253,TX
2012,Texas,Southern Low Plains,Knox,20.4,"Knox County, Texas",48275,TX
2012,Texas,Edwards Plateau,Mcculloch,29.5,"Mcculloch County, Texas",48307,TX
2012,Texas,Blacklands,Mclennan,53.0,"Mclennan County, Texas",48309,TX
2012,Texas,Northern High Plains,Moore,37.5,"Moore County, Texas",48341,TX
2012,Texas,Blacklands,Navarro,46.5,"Navarro County, Texas",48349,TX
2012,Texas,Northern High Plains,Ochiltree,32.4,"Ochiltree County, Texas",48357,TX
2012,Texas,Northern High Plains,Randall,19.3,"Randall County, Texas",48381,TX
2012,Texas,Southern Low Plains,Runnels,26.3,"Runnels County, Texas",48399,TX
2012,Texas,Southern Low Plains,Taylor,24.0,"Taylor County, Texas",48441,TX
2012,Texas,Edwards Plateau,Tom Green,35.9,"Tom Green County, Texas",48451,TX
2012,Texas,Northern Low Plains,Wichita,40.6,"Wichita County, Texas",48485,TX
2012,Texas,Blacklands,Williamson,46.0,"Williamson County, Texas",48491,TX
2012,Texas,Cross Timbers,Young,33.2,"Young County, Texas",48503,TX
2011,Texas,Cross Timbers,Archer,11.9,"Archer County, Texas",48009,TX
2011,Texas,Northern High Plains,Armstrong,16.0,"Armstrong County, Texas",48011,TX
2011,Texas,Blacklands,Bell,26.0,"Bell County, Texas",48027,TX
2011,Texas,Cross Timbers,Callahan,14.9,"Callahan County, Texas",48059,TX
2011,Texas,Northern High Plains,Carson,18.6,"Carson County, Texas",48065,TX
2011,Texas,Cross Timbers,Clay,15.0,"Clay County, Texas",48077,TX
2011,Texas,Southern Low Plains,Coleman,12.0,"Coleman County, Texas",48083,TX
2011,Texas,Edwards Plateau,Concho,26.3,"Concho County, Texas",48095,TX
2011,Texas,Blacklands,Cooke,28.1,"Cooke County, Texas",48097,TX
2011,Texas,Blacklands,Coryell,24.0,"Coryell County, Texas",48099,TX
2011,Texas,Northern High Plains,Dallam,37.7,"Dallam County, Texas",48111,TX
2011,Texas,Northern High Plains,Deaf Smith,18.9,"Deaf Smith County, Texas",48117,TX
2011,Texas,Blacklands,Denton,21.4,"Denton County, Texas",48121,TX
2011,Texas,Blacklands,Ellis,38.0,"Ellis County, Texas",48139,TX
2011,Texas,Blacklands,Fannin,41.0,"Fannin County, Texas",48147,TX
2011,Texas,Blacklands,Grayson,46.0,"Grayson County, Texas",48181,TX
2011,Texas,Northern Low Plains,Hardeman,15.2,"Hardeman County, Texas",48197,TX
2011,Texas,Blacklands,Hill,43.0,"Hill County, Texas",48217,TX
2011,Texas,Blacklands,Johnson,33.0,"Johnson County, Texas",48251,TX
2011,Texas,Southern Low Plains,Jones,13.4,"Jones County, Texas",48253,TX
2011,Texas,Southern Low Plains,Knox,14.8,"Knox County, Texas",48275,TX
2011,Texas,Edwards Plateau,Mcculloch,11.1,"Mcculloch County, Texas",48307,TX
2011,Texas,Blacklands,Mclennan,36.0,"Mclennan County, Texas",48309,TX
2011,Texas,Northern High Plains,Moore,41.8,"Moore County, Texas",48341,TX
2011,Texas,Blacklands,Navarro,30.9,"Navarro County, Texas",48349,TX
2011,Texas,Northern High Plains,Ochiltree,21.2,"Ochiltree County, Texas",48357,TX
2011,Texas,Northern High Plains,Randall,12.6,"Randall County, Texas",48381,TX
2011,Texas,Southern Low Plains,Runnels,17.6,"Runnels County, Texas",48399,TX
2011,Texas,Southern Low Plains,Taylor,16.3,"Taylor County, Texas",48441,TX
2011,Texas,Edwards Plateau,Tom Green,38.0,"Tom Green County, Texas",48451,TX
2011,Texas,Northern Low Plains,Wichita,9.7,"Wichita County, Texas",48485,TX
2011,Texas,Blacklands,Williamson,26.0,"Williamson County, Texas",48491,TX
2011,Texas,Cross Timbers,Young,17.3,"Young County, Texas",48503,TX
2010,Texas,Cross Timbers,Archer,26.6,"Archer County, Texas",48009,TX
2010,Texas,Northern High Plains,Armstrong,35.7,"Armstrong County, Texas",48011,TX
2010,Texas,Blacklands,Bell,49.3,"Bell County, Texas",48027,TX
2010,Texas,Cross Timbers,Callahan,30.0,"Callahan County, Texas",48059,TX
2010,Texas,Northern High Plains,Carson,39.5,"Carson County, Texas",48065,TX
2010,Texas,Cross Timbers,Clay,28.9,"Clay County, Texas",48077,TX
2010,Texas,Southern Low Plains,Coleman,23.0,"Coleman County, Texas",48083,TX
2010,Texas,Edwards Plateau,Concho,32.6,"Concho County, Texas",48095,TX
2010,Texas,Blacklands,Cooke,36.5,"Cooke County, Texas",48097,TX
2010,Texas,Blacklands,Coryell,37.0,"Coryell County, Texas",48099,TX
2010,Texas,Northern High Plains,Dallam,41.3,"Dallam County, Texas",48111,TX
2010,Texas,Northern High Plains,Deaf Smith,30.9,"Deaf Smith County, Texas",48117,TX
2010,Texas,Blacklands,Denton,27.0,"Denton County, Texas",48121,TX
2010,Texas,Blacklands,Ellis,45.0,"Ellis County, Texas",48139,TX
2010,Texas,Blacklands,Fannin,34.8,"Fannin County, Texas",48147,TX
2010,Texas,Blacklands,Grayson,46.0,"Grayson County, Texas",48181,TX
2010,Texas,Northern Low Plains,Hardeman,29.1,"Hardeman County, Texas",48197,TX
2010,Texas,Blacklands,Hill,46.8,"Hill County, Texas",48217,TX
2010,Texas,Blacklands,Johnson,42.7,"Johnson County, Texas",48251,TX
2010,Texas,Southern Low Plains,Jones,27.5,"Jones County, Texas",48253,TX
2010,Texas,Southern Low Plains,Knox,30.8,"Knox County, Texas",48275,TX
2010,Texas,Edwards Plateau,Mcculloch,31.1,"Mcculloch County, Texas",48307,TX
2010,Texas,Blacklands,Mclennan,45.8,"Mclennan County, Texas",48309,TX
2010,Texas,Northern High Plains,Moore,37.8,"Moore County, Texas",48341,TX
2010,Texas,Blacklands,Navarro,36.9,"Navarro County, Texas",48349,TX
2010,Texas,Northern High Plains,Ochiltree,36.4,"Ochiltree County, Texas",48357,TX
2010,Texas,Northern High Plains,Randall,29.1,"Randall County, Texas",48381,TX
2010,Texas,Southern Low Plains,Runnels,37.7,"Runnels County, Texas",48399,TX
2010,Texas,Southern Low Plains,Taylor,30.7,"Taylor County, Texas",48441,TX
2010,Texas,Edwards Plateau,Tom Green,34.9,"Tom Green County, Texas",48451,TX
2010,Texas,Northern Low Plains,Wichita,26.7,"Wichita County, Texas",48485,TX
2010,Texas,Blacklands,Williamson,55.0,"Williamson County, Texas",48491,TX
2010,Texas,Cross Timbers,Young,26.9,"Young County, Texas",48503,TX
2009,Texas,Cross Timbers,Archer,11.5,"Archer County, Texas",48009,TX
2009,Texas,Northern High Plains,Armstrong,17.0,"Armstrong County, Texas",48011,TX
2009,Texas,Blacklands,Bell,26.5,"Bell County, Texas",48027,TX
2009,Texas,Cross Timbers,Callahan,13.0,"Callahan County, Texas",48059,TX
2009,Texas,Northern High Plains,Carson,23.5,"Carson County, Texas",48065,TX
2009,Texas,Cross Timbers,Clay,9.5,"Clay County, Texas",48077,TX
2009,Texas,Southern Low Plains,Coleman,12.5,"Coleman County, Texas",48083,TX
2009,Texas,Edwards Plateau,Concho,23.5,"Concho County, Texas",48095,TX
2009,Texas,Blacklands,Cooke,23.0,"Cooke County, Texas",48097,TX
2009,Texas,Blacklands,Coryell,12.5,"Coryell County, Texas",48099,TX
2009,Texas,Northern High Plains,Dallam,36.0,"Dallam County, Texas",48111,TX
2009,Texas,Northern High Plains,Deaf Smith,22.0,"Deaf Smith County, Texas",48117,TX
2009,Texas,Blacklands,Denton,16.0,"Denton County, Texas",48121,TX
2009,Texas,Blacklands,Ellis,27.5,"Ellis County, Texas",48139,TX
2009,Texas,Blacklands,Fannin,28.0,"Fannin County, Texas",48147,TX
2009,Texas,Blacklands,Grayson,23.0,"Grayson County, Texas",48181,TX
2009,Texas,Northern Low Plains,Hardeman,12.0,"Hardeman County, Texas",48197,TX
2009,Texas,Blacklands,Hill,26.0,"Hill County, Texas",48217,TX
2009,Texas,Blacklands,Johnson,26.0,"Johnson County, Texas",48251,TX
2009,Texas,Southern Low Plains,Jones,13.0,"Jones County, Texas",48253,TX
2009,Texas,Southern Low Plains,Knox,16.5,"Knox County, Texas",48275,TX
2009,Texas,Edwards Plateau,Mcculloch,14.0,"Mcculloch County, Texas",48307,TX
2009,Texas,Blacklands,Mclennan,28.5,"Mclennan County, Texas",48309,TX
2009,Texas,Northern High Plains,Moore,25.0,"Moore County, Texas",48341,TX
2009,Texas,Blacklands,Navarro,28.5,"Navarro County, Texas",48349,TX
2009,Texas,Northern High Plains,Ochiltree,30.0,"Ochiltree County, Texas",48357,TX
2009,Texas,Northern High Plains,Randall,13.0,"Randall County, Texas",48381,TX
2009,Texas,Southern Low Plains,Runnels,14.5,"Runnels County, Texas",48399,TX
2009,Texas,Southern Low Plains,Taylor,13.5,"Taylor County, Texas",48441,TX
2009,Texas,Edwards Plateau,Tom Green,33.5,"Tom Green County, Texas",48451,TX
2009,Texas,Northern Low Plains,Wichita,12.0,"Wichita County, Texas",48485,TX
2009,Texas,Blacklands,Williamson,25.0,"Williamson County, Texas",48491,TX
2009,Texas,Cross Timbers,Young,11.5,"Young County, Texas",48503,TX
2008,Texas,Cross Timbers,Archer,27.0,"Archer County, Texas",48009,TX
2008,Texas,Northern High Plains,Armstrong,15.5,"Armstrong County, Texas",48011,TX
2008,Texas,Blacklands,Bell,45.0,"Bell County, Texas",48027,TX
2008,Texas,Cross Timbers,Callahan,21.5,"Callahan County, Texas",48059,TX
2008,Texas,Northern High Plains,Carson,19.0,"Carson County, Texas",48065,TX
2008,Texas,Cross Timbers,Clay,32.5,"Clay County, Texas",48077,TX
2008,Texas,Southern Low Plains,Coleman,19.0,"Coleman County, Texas",48083,TX
2008,Texas,Edwards Plateau,Concho,18.5,"Concho County, Texas",48095,TX
2008,Texas,Blacklands,Cooke,43.0,"Cooke County, Texas",48097,TX
2008,Texas,Blacklands,Coryell,38.0,"Coryell County, Texas",48099,TX
2008,Texas,Northern High Plains,Dallam,38.5,"Dallam County, Texas",48111,TX
2008,Texas,Northern High Plains,Deaf Smith,27.0,"Deaf Smith County, Texas",48117,TX
2008,Texas,Blacklands,Denton,28.0,"Denton County, Texas",48121,TX
2008,Texas,Blacklands,Ellis,47.5,"Ellis County, Texas",48139,TX
2008,Texas,Blacklands,Fannin,48.5,"Fannin County, Texas",48147,TX
2008,Texas,Blacklands,Grayson,55.0,"Grayson County, Texas",48181,TX
2008,Texas,Northern Low Plains,Hardeman,27.5,"Hardeman County, Texas",48197,TX
2008,Texas,Blacklands,Hill,53.0,"Hill County, Texas",48217,TX
2008,Texas,Blacklands,Johnson,43.0,"Johnson County, Texas",48251,TX
2008,Texas,Southern Low Plains,Jones,19.5,"Jones County, Texas",48253,TX
2008,Texas,Southern Low Plains,Knox,24.5,"Knox County, Texas",48275,TX
2008,Texas,Edwards Plateau,Mcculloch,21.0,"Mcculloch County, Texas",48307,TX
2008,Texas,Blacklands,Mclennan,48.5,"Mclennan County, Texas",48309,TX
2008,Texas,Northern High Plains,Moore,35.0,"Moore County, Texas",48341,TX
2008,Texas,Blacklands,Navarro,31.5,"Navarro County, Texas",48349,TX
2008,Texas,Northern High Plains,Ochiltree,24.5,"Ochiltree County, Texas",48357,TX
2008,Texas,Northern High Plains,Randall,15.0,"Randall County, Texas",48381,TX
2008,Texas,Southern Low Plains,Runnels,25.5,"Runnels County, Texas",48399,TX
2008,Texas,Southern Low Plains,Taylor,29.0,"Taylor County, Texas",48441,TX
2008,Texas,Edwards Plateau,Tom Green,28.0,"Tom Green County, Texas",48451,TX
2008,Texas,Northern Low Plains,Wichita,35.0,"Wichita County, Texas",48485,TX
2008,Texas,Blacklands,Williamson,44.5,"Williamson County, Texas",48491,TX
2008,Texas,Cross Timbers,Young,23.0,"Young County, Texas",48503,TX
2007,Texas,Cross Timbers,Archer,31.0,"Archer County, Texas",48009,TX
2007,Texas,Northern High Plains,Armstrong,41.0,"Armstrong County, Texas",48011,TX
2007,Texas,Blacklands,Bell,37.0,"Bell County, Texas",48027,TX
2007,Texas,Cross Timbers,Callahan,22.0,"Callahan County, Texas",48059,TX
2007,Texas,Northern High Plains,Carson,46.0,"Carson County, Texas",48065,TX
2007,Texas,Cross Timbers,Clay,21.0,"Clay County, Texas",48077,TX
2007,Texas,Southern Low Plains,Coleman,18.0,"Coleman County, Texas",48083,TX
2007,Texas,Edwards Plateau,Concho,20.0,"Concho County, Texas",48095,TX
2007,Texas,Blacklands,Cooke,43.0,"Cooke County, Texas",48097,TX
2007,Texas,Blacklands,Coryell,30.0,"Coryell County, Texas",48099,TX
2007,Texas,Northern High Plains,Dallam,50.0,"Dallam County, Texas",48111,TX
2007,Texas,Northern High Plains,Deaf Smith,41.0,"Deaf Smith County, Texas",48117,TX
2007,Texas,Blacklands,Denton,23.0,"Denton County, Texas",48121,TX
2007,Texas,Blacklands,Ellis,36.0,"Ellis County, Texas",48139,TX
2007,Texas,Blacklands,Fannin,31.0,"Fannin County, Texas",48147,TX
2007,Texas,Blacklands,Grayson,41.0,"Grayson County, Texas",48181,TX
2007,Texas,Northern Low Plains,Hardeman,31.0,"Hardeman County, Texas",48197,TX
2007,Texas,Blacklands,Hill,38.0,"Hill County, Texas",48217,TX
2007,Texas,Blacklands,Johnson,38.0,"Johnson County, Texas",48251,TX
2007,Texas,Southern Low Plains,Jones,28.0,"Jones County, Texas",48253,TX
2007,Texas,Southern Low Plains,Knox,29.0,"Knox County, Texas",48275,TX
2007,Texas,Edwards Plateau,Mcculloch,16.0,"Mcculloch County, Texas",48307,TX
