Year,State,Ag District,County,Value,Location,ANSI Code,State Initial
2006,Ohio,Northeast,Stark,42.5,"Stark County, Ohio",39151,OH
2006,Ohio,Northeast,Trumbull,43.4,"Trumbull County, Ohio",39155,OH
2006,Ohio,Central,Union,47.9,"Union County, Ohio",39159,OH
2006,Ohio,Northwest,Van Wert,51.9,"Van Wert County, Ohio",39161,OH
2006,Ohio,Southwest,Warren,46.7,"Warren County, Ohio",39165,OH
2006,Ohio,Northwest,Williams,45.8,"Williams County, Ohio",39171,OH
2006,Ohio,North Central,Wyandot,44.2,"Wyandot County, Ohio",39175,OH
2005,Ohio,Northwest,Allen,47.7,"Allen County, Ohio",39003,OH
2005,Ohio,Northeast,Ashtabula,48.0,"Ashtabula County, Ohio",39007,OH
2005,Ohio,West Central,Auglaize,47.2,"Auglaize County, Ohio",39011,OH
2005,Ohio,South Central,Brown,43.0,"Brown County, Ohio",39015,OH
2005,Ohio,West Central,Champaign,39.8,"Champaign County, Ohio",39021,OH
2005,Ohio,West Central,Clark,43.9,"Clark County, Ohio",39023,OH
2005,Ohio,Southwest,Clermont,40.3,"Clermont County, Ohio",39025,OH
2005,Ohio,Southwest,Clinton,48.5,"Clinton County, Ohio",39027,OH
2005,Ohio,Northeast,Columbiana,42.4,"Columbiana County, Ohio",39029,OH
2005,Ohio,East Central,Coshocton,44.7,"Coshocton County, Ohio",39031,OH
2005,Ohio,North Central,Crawford,48.5,"Crawford County, Ohio",39033,OH
2005,Ohio,West Central,Darke,46.7,"Darke County, Ohio",39037,OH
2005,Ohio,Central,Delaware,47.6,"Delaware County, Ohio",39041,OH
2005,Ohio,Central,Fairfield,35.6,"Fairfield County, Ohio",39045,OH
2005,Ohio,Southwest,Greene,50.2,"Greene County, Ohio",39057,OH
2005,Ohio,Northwest,Hancock,48.5,"Hancock County, Ohio",39063,OH
2005,Ohio,West Central,Hardin,49.1,"Hardin County, Ohio",39065,OH
2005,Ohio,Northwest,Henry,45.1,"Henry County, Ohio",39069,OH
2005,Ohio,South Central,Highland,44.2,"Highland County, Ohio",39071,OH
2005,Ohio,East Central,Holmes,47.1,"Holmes County, Ohio",39075,OH
2005,Ohio,Central,Licking,43.0,"Licking County, Ohio",39089,OH
2005,Ohio,West Central,Logan,47.0,"Logan County, Ohio",39091,OH
2005,Ohio,North Central,Lorain,44.3,"Lorain County, Ohio",39093,OH
2005,Ohio,Central,Madison,42.0,"Madison County, Ohio",39097,OH
2005,Ohio,Northeast,Medina,45.4,"Medina County, Ohio",39103,OH
2005,Ohio,West Central,Mercer,45.9,"Mercer County, Ohio",39107,OH
2005,Ohio,West Central,Miami,46.1,"Miami County, Ohio",39109,OH
2005,Ohio,Southwest,Montgomery,38.1,"Montgomery County, Ohio",39113,OH
2005,Ohio,Southeast,Muskingum,49.2,"Muskingum County, Ohio",39119,OH
2005,Ohio,North Central,Ottawa,45.7,"Ottawa County, Ohio",39123,OH
2005,Ohio,Northwest,Paulding,40.0,"Paulding County, Ohio",39125,OH
2005,Ohio,Central,Pickaway,35.9,"Pickaway County, Ohio",39129,OH
2005,Ohio,Southwest,Preble,46.2,"Preble County, Ohio",39135,OH
2005,Ohio,Northwest,Putnam,45.9,"Putnam County, Ohio",39137,OH
2005,Ohio,Central,Ross,40.4,"Ross County, Ohio",39141,OH
2005,Ohio,North Central,Sandusky,47.5,"Sandusky County, Ohio",39143,OH
2005,Ohio,North Central,Seneca,42.4,"Seneca County, Ohio",39147,OH
2005,Ohio,West Central,Shelby,44.9,"Shelby County, Ohio",39149,OH
2005,Ohio,Northeast,Stark,49.3,"Stark County, Ohio",39151,OH
2005,Ohio,Northeast,Trumbull,42.6,"Trumbull County, Ohio",39155,OH
2005,Ohio,Central,Union,49.2,"Union County, Ohio",39159,OH
2005,Ohio,Northwest,Van Wert,45.2,"Van Wert County, Ohio",39161,OH
2005,Ohio,Southwest,Warren,42.5,"Warren County, Ohio",39165,OH
2005,Ohio,Northwest,Williams,41.9,"Williams County, Ohio",39171,OH
2005,Ohio,North Central,Wyandot,47.4,"Wyandot County, Ohio",39175,OH
2004,Ohio,Northwest,Allen,45.0,"Allen County, Ohio",39003,OH
2004,Ohio,Northeast,Ashtabula,38.8,"Ashtabula County, Ohio",39007,OH
2004,Ohio,West Central,Auglaize,52.2,"Auglaize County, Ohio",39011,OH
2004,Ohio,South Central,Brown,45.3,"Brown County, Ohio",39015,OH
2004,Ohio,West Central,Champaign,52.3,"Champaign County, Ohio",39021,OH
2004,Ohio,West Central,Clark,52.2,"Clark County, Ohio",39023,OH
2004,Ohio,Southwest,Clermont,41.1,"Clermont County, Ohio",39025,OH
2004,Ohio,Southwest,Clinton,52.5,"Clinton County, Ohio",39027,OH
2004,Ohio,Northeast,Columbiana,42.7,"Columbiana County, Ohio",39029,OH
2004,Ohio,East Central,Coshocton,50.9,"Coshocton County, Ohio",39031,OH
2004,Ohio,North Central,Crawford,45.7,"Crawford County, Ohio",39033,OH
2004,Ohio,West Central,Darke,52.1,"Darke County, Ohio",39037,OH
2004,Ohio,Central,Delaware,46.1,"Delaware County, Ohio",39041,OH
2004,Ohio,Central,Fairfield,48.6,"Fairfield County, Ohio",39045,OH
2004,Ohio,Southwest,Greene,51.6,"Greene County, Ohio",39057,OH
2004,Ohio,Northwest,Hancock,46.6,"Hancock County, Ohio",39063,OH
2004,Ohio,West Central,Hardin,47.1,"Hardin County, Ohio",39065,OH
2004,Ohio,Northwest,Henry,49.2,"Henry County, Ohio",39069,OH
2004,Ohio,South Central,Highland,46.5,"Highland County, Ohio",39071,OH
2004,Ohio,East Central,Holmes,45.7,"Holmes County, Ohio",39075,OH
2004,Ohio,Central,Licking,45.6,"Licking County, Ohio",39089,OH
2004,Ohio,West Central,Logan,44.9,"Logan County, Ohio",39091,OH
2004,Ohio,North Central,Lorain,34.7,"Lorain County, Ohio",39093,OH
2004,Ohio,Central,Madison,53.1,"Madison County, Ohio",39097,OH
2004,Ohio,Northeast,Medina,36.7,"Medina County, Ohio",39103,OH
2004,Ohio,West Central,Mercer,53.0,"Mercer County, Ohio",39107,OH
2004,Ohio,West Central,Miami,51.3,"Miami County, Ohio",39109,OH
2004,Ohio,Southwest,Montgomery,51.6,"Montgomery County, Ohio",39113,OH
2004,Ohio,Southeast,Muskingum,44.9,"Muskingum County, Ohio",39119,OH
2004,Ohio,North Central,Ottawa,36.6,"Ottawa County, Ohio",39123,OH
2004,Ohio,Northwest,Paulding,47.2,"Paulding County, Ohio",39125,OH
2004,Ohio,Central,Pickaway,50.2,"Pickaway County, Ohio",39129,OH
2004,Ohio,Southwest,Preble,52.6,"Preble County, Ohio",39135,OH
2004,Ohio,Northwest,Putnam,47.5,"Putnam County, Ohio",39137,OH
2004,Ohio,Central,Ross,50.2,"Ross County, Ohio",39141,OH
2004,Ohio,North Central,Sandusky,41.2,"Sandusky County, Ohio",39143,OH
2004,Ohio,North Central,Seneca,40.0,"Seneca County, Ohio",39147,OH
2004,Ohio,West Central,Shelby,48.3,"Shelby County, Ohio",39149,OH
2004,Ohio,Northeast,Stark,42.6,"Stark County, Ohio",39151,OH
2004,Ohio,Northeast,Trumbull,40.3,"Trumbull County, Ohio",39155,OH
2004,Ohio,Central,Union,44.0,"Union County, Ohio",39159,OH
2004,Ohio,Northwest,Van Wert,51.5,"Van Wert County, Ohio",39161,OH
2004,Ohio,Southwest,Warren,45.6,"Warren County, Ohio",39165,OH
2004,Ohio,Northwest,Williams,44.8,"Williams County, Ohio",39171,OH
2004,Ohio,North Central,Wyandot,44.3,"Wyandot County, Ohio",39175,OH
2003,Ohio,Northwest,Allen,39.9,"Allen County, Ohio",39003,OH
2003,Ohio,Northeast,Ashtabula,33.5,"Ashtabula County, Ohio",39007,OH
2003,Ohio,West Central,Auglaize,38.8,"Auglaize County, Ohio",39011,OH
2003,Ohio,South Central,Brown,34.4,"Brown County, Ohio",39015,OH
2003,Ohio,West Central,Champaign,38.1,"Champaign County, Ohio",39021,OH
2003,Ohio,West Central,Clark,42.2,"Clark County, Ohio",39023,OH
2003,Ohio,Southwest,Clermont,33.7,"Clermont County, Ohio",39025,OH
2003,Ohio,Southwest,Clinton,39.1,"Clinton County, Ohio",39027,OH
2003,Ohio,Northeast,Columbiana,34.1,"Columbiana County, Ohio",39029,OH
2003,Ohio,East Central,Coshocton,41.2,"Coshocton County, Ohio",39031,OH
2003,Ohio,North Central,Crawford,42.4,"Crawford County, Ohio",39033,OH
2003,Ohio,West Central,Darke,40.7,"Darke County, Ohio",39037,OH
2003,Ohio,Central,Delaware,37.1,"Delaware County, Ohio",39041,OH
2003,Ohio,Central,Fairfield,45.3,"Fairfield County, Ohio",39045,OH
2003,Ohio,Southwest,Greene,43.5,"Greene County, Ohio",39057,OH
2003,Ohio,Northwest,Hancock,39.2,"Hancock County, Ohio",39063,OH
2003,Ohio,West Central,Hardin,37.6,"Hardin County, Ohio",39065,OH
2003,Ohio,Northwest,Henry,40.1,"Henry County, Ohio",39069,OH
2003,Ohio,South Central,Highland,34.4,"Highland County, Ohio",39071,OH
2003,Ohio,East Central,Holmes,38.3,"Holmes County, Ohio",39075,OH
2003,Ohio,Central,Licking,35.0,"Licking County, Ohio",39089,OH
2003,Ohio,West Central,Logan,34.8,"Logan County, Ohio",39091,OH
2003,Ohio,North Central,Lorain,29.8,"Lorain County, Ohio",39093,OH
2003,Ohio,Central,Madison,44.0,"Madison County, Ohio",39097,OH
2003,Ohio,Northeast,Medina,32.7,"Medina County, Ohio",39103,OH
2003,Ohio,West Central,Mercer,38.1,"Mercer County, Ohio",39107,OH
2003,Ohio,West Central,Miami,37.7,"Miami County, Ohio",39109,OH
2003,Ohio,Southwest,Montgomery,38.1,"Montgomery County, Ohio",39113,OH
2003,Ohio,Southeast,Muskingum,36.1,"Muskingum County, Ohio",39119,OH
2003,Ohio,North Central,Ottawa,36.0,"Ottawa County, Ohio",39123,OH
2003,Ohio,Northwest,Paulding,36.5,"Paulding County, Ohio",39125,OH
2003,Ohio,Central,Pickaway,44.8,"Pickaway County, Ohio",39129,OH
2003,Ohio,Southwest,Preble,42.1,"Preble County, Ohio",39135,OH
2003,Ohio,Northwest,Putnam,41.3,"Putnam County, Ohio",39137,OH
2003,Ohio,Central,Ross,44.6,"Ross County, Ohio",39141,OH
2003,Ohio,North Central,Sandusky,36.4,"Sandusky County, Ohio",39143,OH
2003,Ohio,North Central,Seneca,34.1,"Seneca County, Ohio",39147,OH
2003,Ohio,West Central,Shelby,35.5,"Shelby County, Ohio",39149,OH
2003,Ohio,Northeast,Stark,39.0,"Stark County, Ohio",39151,OH
2003,Ohio,Northeast,Trumbull,31.8,"Trumbull County, Ohio",39155,OH
2003,Ohio,Central,Union,33.3,"Union County, Ohio",39159,OH
2003,Ohio,Northwest,Van Wert,38.4,"Van Wert County, Ohio",39161,OH
2003,Ohio,Southwest,Warren,35.1,"Warren County, Ohio",39165,OH
2003,Ohio,Northwest,Williams,39.1,"Williams County, Ohio",39171,OH
2003,Ohio,North Central,Wyandot,38.3,"Wyandot County, Ohio",39175,OH
2002,Ohio,Northwest,Allen,33.2,"Allen County, Ohio",39003,OH
2002,Ohio,Northeast,Ashtabula,32.1,"Ashtabula County, Ohio",39007,OH
2002,Ohio,West Central,Auglaize,28.6,"Auglaize County, Ohio",39011,OH
2002,Ohio,South Central,Brown,31.5,"Brown County, Ohio",39015,OH
2002,Ohio,West Central,Champaign,29.0,"Champaign County, Ohio",39021,OH
2002,Ohio,West Central,Clark,35.3,"Clark County, Ohio",39023,OH
2002,Ohio,Southwest,Clermont,30.4,"Clermont County, Ohio",39025,OH
2002,Ohio,Southwest,Clinton,39.5,"Clinton County, Ohio",39027,OH
2002,Ohio,Northeast,Columbiana,27.1,"Columbiana County, Ohio",39029,OH
2002,Ohio,East Central,Coshocton,36.1,"Coshocton County, Ohio",39031,OH
2002,Ohio,North Central,Crawford,27.8,"Crawford County, Ohio",39033,OH
2002,Ohio,West Central,Darke,29.2,"Darke County, Ohio",39037,OH
2002,Ohio,Central,Delaware,32.8,"Delaware County, Ohio",39041,OH
2002,Ohio,Central,Fairfield,36.6,"Fairfield County, Ohio",39045,OH
2002,Ohio,Southwest,Greene,37.5,"Greene County, Ohio",39057,OH
2002,Ohio,Northwest,Hancock,24.7,"Hancock County, Ohio",39063,OH
2002,Ohio,West Central,Hardin,28.5,"Hardin County, Ohio",39065,OH
2002,Ohio,Northwest,Henry,42.5,"Henry County, Ohio",39069,OH
2002,Ohio,South Central,Highland,31.9,"Highland County, Ohio",39071,OH
2002,Ohio,East Central,Holmes,30.5,"Holmes County, Ohio",39075,OH
2002,Ohio,Central,Licking,36.4,"Licking County, Ohio",39089,OH
2002,Ohio,West Central,Logan,26.9,"Logan County, Ohio",39091,OH
2002,Ohio,North Central,Lorain,27.1,"Lorain County, Ohio",39093,OH
2002,Ohio,Central,Madison,36.2,"Madison County, Ohio",39097,OH
2002,Ohio,Northeast,Medina,26.5,"Medina County, Ohio",39103,OH
2002,Ohio,West Central,Mercer,32.3,"Mercer County, Ohio",39107,OH
2002,Ohio,West Central,Miami,29.3,"Miami County, Ohio",39109,OH
2002,Ohio,Southwest,Montgomery,28.6,"Montgomery County, Ohio",39113,OH
2002,Ohio,Southeast,Muskingum,38.3,"Muskingum County, Ohio",39119,OH
2002,Ohio,North Central,Ottawa,31.4,"Ottawa County, Ohio",39123,OH
2002,Ohio,Northwest,Paulding,31.2,"Paulding County, Ohio",39125,OH
2002,Ohio,Central,Pickaway,32.6,"Pickaway County, Ohio",39129,OH
2002,Ohio,Southwest,Preble,31.7,"Preble County, Ohio",39135,OH
2002,Ohio,Northwest,Putnam,32.2,"Putnam County, Ohio",39137,OH
2002,Ohio,Central,Ross,33.7,"Ross County, Ohio",39141,OH
2002,Ohio,North Central,Sandusky,36.9,"Sandusky County, Ohio",39143,OH
2002,Ohio,North Central,Seneca,28.1,"Seneca County, Ohio",39147,OH
2002,Ohio,West Central,Shelby,30.0,"Shelby County, Ohio",39149,OH
2002,Ohio,Northeast,Stark,30.9,"Stark County, Ohio",39151,OH
2002,Ohio,Northeast,Trumbull,32.8,"Trumbull County, Ohio",39155,OH
2002,Ohio,Central,Union,30.5,"Union County, Ohio",39159,OH
2002,Ohio,Northwest,Van Wert,41.8,"Van Wert County, Ohio",39161,OH
2002,Ohio,Southwest,Warren,33.3,"Warren County, Ohio",39165,OH
2002,Ohio,Northwest,Williams,29.4,"Williams County, Ohio",39171,OH
2002,Ohio,North Central,Wyandot,24.6,"Wyandot County, Ohio",39175,OH
2001,Ohio,Northwest,Allen,43.3,"Allen County, Ohio",39003,OH
2001,Ohio,Northeast,Ashtabula,29.9,"Ashtabula County, Ohio",39007,OH
2001,Ohio,West Central,Auglaize,45.0,"Auglaize County, Ohio",39011,OH
2001,Ohio,South Central,Brown,42.1,"Brown County, Ohio",39015,OH
2001,Ohio,West Central,Champaign,49.0,"Champaign County, Ohio",39021,OH
2001,Ohio,West Central,Clark,52.0,"Clark County, Ohio",39023,OH
2001,Ohio,Southwest,Clermont,41.0,"Clermont County, Ohio",39025,OH
2001,Ohio,Southwest,Clinton,46.8,"Clinton County, Ohio",39027,OH
2001,Ohio,Northeast,Columbiana,32.9,"Columbiana County, Ohio",39029,OH
2001,Ohio,East Central,Coshocton,40.5,"Coshocton County, Ohio",39031,OH
2001,Ohio,North Central,Crawford,41.2,"Crawford County, Ohio",39033,OH
2001,Ohio,West Central,Darke,50.0,"Darke County, Ohio",39037,OH
2001,Ohio,Central,Delaware,43.8,"Delaware County, Ohio",39041,OH
2001,Ohio,Central,Fairfield,48.0,"Fairfield County, Ohio",39045,OH
2001,Ohio,Southwest,Greene,48.0,"Greene County, Ohio",39057,OH
2001,Ohio,Northwest,Hancock,35.5,"Hancock County, Ohio",39063,OH
2001,Ohio,West Central,Hardin,39.0,"Hardin County, Ohio",39065,OH
2001,Ohio,Northwest,Henry,34.5,"Henry County, Ohio",39069,OH
2001,Ohio,South Central,Highland,43.1,"Highland County, Ohio",39071,OH
2001,Ohio,East Central,Holmes,35.0,"Holmes County, Ohio",39075,OH
2001,Ohio,Central,Licking,45.8,"Licking County, Ohio",39089,OH
2001,Ohio,West Central,Logan,44.0,"Logan County, Ohio",39091,OH
2001,Ohio,North Central,Lorain,27.1,"Lorain County, Ohio",39093,OH
2001,Ohio,Central,Madison,51.0,"Madison County, Ohio",39097,OH
2001,Ohio,Northeast,Medina,31.4,"Medina County, Ohio",39103,OH
2001,Ohio,West Central,Mercer,47.0,"Mercer County, Ohio",39107,OH
2001,Ohio,West Central,Miami,53.0,"Miami County, Ohio",39109,OH
2001,Ohio,Southwest,Montgomery,50.0,"Montgomery County, Ohio",39113,OH
2001,Ohio,Southeast,Muskingum,40.5,"Muskingum County, Ohio",39119,OH
2001,Ohio,North Central,Ottawa,37.2,"Ottawa County, Ohio",39123,OH
2001,Ohio,Northwest,Paulding,37.0,"Paulding County, Ohio",39125,OH
2001,Ohio,Central,Pickaway,47.0,"Pickaway County, Ohio",39129,OH
2001,Ohio,Southwest,Preble,45.5,"Preble County, Ohio",39135,OH
2001,Ohio,Northwest,Putnam,37.0,"Putnam County, Ohio",39137,OH
2001,Ohio,Central,Ross,48.3,"Ross County, Ohio",39141,OH
2001,Ohio,North Central,Sandusky,38.2,"Sandusky County, Ohio",39143,OH
2001,Ohio,North Central,Seneca,31.6,"Seneca County, Ohio",39147,OH
2001,Ohio,West Central,Shelby,45.2,"Shelby County, Ohio",39149,OH
2001,Ohio,Northeast,Stark,30.9,"Stark County, Ohio",39151,OH
2001,Ohio,Northeast,Trumbull,30.7,"Trumbull County, Ohio",39155,OH
2001,Ohio,Central,Union,45.0,"Union County, Ohio",39159,OH
2001,Ohio,Northwest,Van Wert,45.0,"Van Wert County, Ohio",39161,OH
2001,Ohio,Southwest,Warren,40.9,"Warren County, Ohio",39165,OH
2001,Ohio,Northwest,Williams,37.0,"Williams County, Ohio",39171,OH
2001,Ohio,North Central,Wyandot,35.6,"Wyandot County, Ohio",39175,OH
2000,Ohio,Northwest,Allen,43.2,"Allen County, Ohio",39003,OH
2000,Ohio,Northeast,Ashtabula,36.0,"Ashtabula County, Ohio",39007,OH
2000,Ohio,West Central,Auglaize,41.3,"Auglaize County, Ohio",39011,OH
2000,Ohio,South Central,Brown,45.5,"Brown County, Ohio",39015,OH
2000,Ohio,West Central,Champaign,45.7,"Champaign County, Ohio",39021,OH
2000,Ohio,West Central,Clark,45.0,"Clark County, Ohio",39023,OH
2000,Ohio,Southwest,Clermont,38.9,"Clermont County, Ohio",39025,OH
2000,Ohio,Southwest,Clinton,49.9,"Clinton County, Ohio",39027,OH
2000,Ohio,Northeast,Columbiana,41.0,"Columbiana County, Ohio",39029,OH
2000,Ohio,East Central,Coshocton,40.5,"Coshocton County, Ohio",39031,OH
2000,Ohio,North Central,Crawford,45.2,"Crawford County, Ohio",39033,OH
2000,Ohio,West Central,Darke,45.5,"Darke County, Ohio",39037,OH
2000,Ohio,Central,Delaware,41.3,"Delaware County, Ohio",39041,OH
2000,Ohio,Central,Fairfield,45.6,"Fairfield County, Ohio",39045,OH
2000,Ohio,Southwest,Greene,45.1,"Greene County, Ohio",39057,OH
2000,Ohio,Northwest,Hancock,41.3,"Hancock County, Ohio",39063,OH
2000,Ohio,West Central,Hardin,41.1,"Hardin County, Ohio",39065,OH
2000,Ohio,Northwest,Henry,40.3,"Henry County, Ohio",39069,OH
2000,Ohio,South Central,Highland,46.3,"Highland County, Ohio",39071,OH
2000,Ohio,East Central,Holmes,46.9,"Holmes County, Ohio",39075,OH
2000,Ohio,Central,Licking,47.7,"Licking County, Ohio",39089,OH
2000,Ohio,West Central,Logan,41.3,"Logan County, Ohio",39091,OH
2000,Ohio,North Central,Lorain,28.5,"Lorain County, Ohio",39093,OH
2000,Ohio,Central,Madison,49.9,"Madison County, Ohio",39097,OH
2000,Ohio,Northeast,Medina,37.7,"Medina County, Ohio",39103,OH
2000,Ohio,West Central,Mercer,43.9,"Mercer County, Ohio",39107,OH
2000,Ohio,West Central,Miami,46.2,"Miami County, Ohio",39109,OH
2000,Ohio,Southwest,Montgomery,47.0,"Montgomery County, Ohio",39113,OH
2000,Ohio,Southeast,Muskingum,48.5,"Muskingum County, Ohio",39119,OH
2000,Ohio,North Central,Ottawa,25.4,"Ottawa County, Ohio",39123,OH
2000,Ohio,Northwest,Paulding,35.9,"Paulding County, Ohio",39125,OH
2000,Ohio,Central,Pickaway,49.9,"Pickaway County, Ohio",39129,OH
2000,Ohio,Southwest,Preble,50.8,"Preble County, Ohio",39135,OH
2000,Ohio,Northwest,Putnam,40.4,"Putnam County, Ohio",39137,OH
2000,Ohio,Central,Ross,49.4,"Ross County, Ohio",39141,OH
2000,Ohio,North Central,Sandusky,34.6,"Sandusky County, Ohio",39143,OH
2000,Ohio,North Central,Seneca,38.7,"Seneca County, Ohio",39147,OH
2000,Ohio,West Central,Shelby,42.6,"Shelby County, Ohio",39149,OH
2000,Ohio,Northeast,Stark,42.1,"Stark County, Ohio",39151,OH
2000,Ohio,Northeast,Trumbull,43.4,"Trumbull County, Ohio",39155,OH
2000,Ohio,Central,Union,44.0,"Union County, Ohio",39159,OH
2000,Ohio,Northwest,Van Wert,41.7,"Van Wert County, Ohio",39161,OH
2000,Ohio,Southwest,Warren,41.6,"Warren County, Ohio",39165,OH
2000,Ohio,Northwest,Williams,30.4,"Williams County, Ohio",39171,OH
2000,Ohio,North Central,Wyandot,41.6,"Wyandot County, Ohio",39175,OH
1999,Ohio,Northwest,Allen,42.0,"Allen County, Ohio",39003,OH
1999,Ohio,Northeast,Ashtabula,39.8,"Ashtabula County, Ohio",39007,OH
1999,Ohio,West Central,Auglaize,35.8,"Auglaize County, Ohio",39011,OH
1999,Ohio,South Central,Brown,30.5,"Brown County, Ohio",39015,OH
1999,Ohio,West Central,Champaign,40.4,"Champaign County, Ohio",39021,OH
1999,Ohio,West Central,Clark,31.8,"Clark County, Ohio",39023,OH
1999,Ohio,Southwest,Clermont,30.1,"Clermont County, Ohio",39025,OH
1999,Ohio,Southwest,Clinton,31.0,"Clinton County, Ohio",39027,OH
1999,Ohio,Northeast,Columbiana,39.7,"Columbiana County, Ohio",39029,OH
1999,Ohio,East Central,Coshocton,37.0,"Coshocton County, Ohio",39031,OH
1999,Ohio,North Central,Crawford,48.0,"Crawford County, Ohio",39033,OH
1999,Ohio,West Central,Darke,40.0,"Darke County, Ohio",39037,OH
1999,Ohio,Central,Delaware,37.8,"Delaware County, Ohio",39041,OH
1999,Ohio,Central,Fairfield,30.0,"Fairfield County, Ohio",39045,OH
1999,Ohio,Southwest,Greene,28.3,"Greene County, Ohio",39057,OH
1999,Ohio,Northwest,Hancock,41.7,"Hancock County, Ohio",39063,OH
1999,Ohio,West Central,Hardin,41.0,"Hardin County, Ohio",39065,OH
1999,Ohio,Northwest,Henry,43.0,"Henry County, Ohio",39069,OH
1999,Ohio,South Central,Highland,24.6,"Highland County, Ohio",39071,OH
1999,Ohio,East Central,Holmes,38.6,"Holmes County, Ohio",39075,OH
1999,Ohio,Central,Licking,33.4,"Licking County, Ohio",39089,OH
1999,Ohio,West Central,Logan,42.0,"Logan County, Ohio",39091,OH
1999,Ohio,North Central,Lorain,41.0,"Lorain County, Ohio",39093,OH
1999,Ohio,Central,Madison,27.7,"Madison County, Ohio",39097,OH
1999,Ohio,Northeast,Medina,41.9,"Medina County, Ohio",39103,OH
1999,Ohio,West Central,Mercer,36.3,"Mercer County, Ohio",39107,OH
1999,Ohio,West Central,Miami,41.0,"Miami County, Ohio",39109,OH
1999,Ohio,Southwest,Montgomery,27.2,"Montgomery County, Ohio",39113,OH
1999,Ohio,Southeast,Muskingum,27.0,"Muskingum County, Ohio",39119,OH
1999,Ohio,North Central,Ottawa,27.8,"Ottawa County, Ohio",39123,OH
1999,Ohio,Northwest,Paulding,31.2,"Paulding County, Ohio",39125,OH
1999,Ohio,Central,Pickaway,19.5,"Pickaway County, Ohio",39129,OH
1999,Ohio,Southwest,Preble,36.9,"Preble County, Ohio",39135,OH
1999,Ohio,Northwest,Putnam,40.4,"Putnam County, Ohio",39137,OH
1999,Ohio,Central,Ross,23.5,"Ross County, Ohio",39141,OH
1999,Ohio,North Central,Sandusky,31.2,"Sandusky County, Ohio",39143,OH
1999,Ohio,North Central,Seneca,40.4,"Seneca County, Ohio",39147,OH
1999,Ohio,West Central,Shelby,42.0,"Shelby County, Ohio",39149,OH
1999,Ohio,Northeast,Stark,39.9,"Stark County, Ohio",39151,OH
1999,Ohio,Northeast,Trumbull,37.6,"Trumbull County, Ohio",39155,OH
1999,Ohio,Central,Union,37.4,"Union County, Ohio",39159,OH
1999,Ohio,Northwest,Van Wert,38.7,"Van Wert County, Ohio",39161,OH
1999,Ohio,Southwest,Warren,27.6,"Warren County, Ohio",39165,OH
1999,Ohio,Northwest,Williams,33.9,"Williams County, Ohio",39171,OH
1999,Ohio,North Central,Wyandot,41.8,"Wyandot County, Ohio",39175,OH
1998,Ohio,Northwest,Allen,44.1,"Allen County, Ohio",39003,OH
1998,Ohio,Northeast,Ashtabula,37.4,"Ashtabula County, Ohio",39007,OH
1998,Ohio,West Central,Auglaize,44.8,"Auglaize County, Ohio",39011,OH
1998,Ohio,South Central,Brown,36.0,"Brown County, Ohio",39015,OH
1998,Ohio,West Central,Champaign,45.9,"Champaign County, Ohio",39021,OH
1998,Ohio,West Central,Clark,43.2,"Clark County, Ohio",39023,OH
1998,Ohio,Southwest,Clermont,40.5,"Clermont County, Ohio",39025,OH
1998,Ohio,Southwest,Clinton,42.9,"Clinton County, Ohio",39027,OH
1998,Ohio,Northeast,Columbiana,41.1,"Columbiana County, Ohio",39029,OH
1998,Ohio,East Central,Coshocton,41.0,"Coshocton County, Ohio",39031,OH
1998,Ohio,North Central,Crawford,46.0,"Crawford County, Ohio",39033,OH
1998,Ohio,West Central,Darke,45.9,"Darke County, Ohio",39037,OH
1998,Ohio,Central,Delaware,43.1,"Delaware County, Ohio",39041,OH
1998,Ohio,Central,Fairfield,44.8,"Fairfield County, Ohio",39045,OH
1998,Ohio,Southwest,Greene,42.8,"Greene County, Ohio",39057,OH
1998,Ohio,Northwest,Hancock,47.0,"Hancock County, Ohio",39063,OH
1998,Ohio,West Central,Hardin,46.5,"Hardin County, Ohio",39065,OH
1998,Ohio,Northwest,Henry,48.5,"Henry County, Ohio",39069,OH
1998,Ohio,South Central,Highland,41.2,"Highland County, Ohio",39071,OH
1998,Ohio,East Central,Holmes,40.7,"Holmes County, Ohio",39075,OH
1998,Ohio,Central,Licking,44.3,"Licking County, Ohio",39089,OH
1998,Ohio,West Central,Logan,45.3,"Logan County, Ohio",39091,OH
1998,Ohio,North Central,Lorain,38.3,"Lorain County, Ohio",39093,OH
1998,Ohio,Central,Madison,43.7,"Madison County, Ohio",39097,OH
1998,Ohio,Northeast,Medina,39.7,"Medina County, Ohio",39103,OH
1998,Ohio,West Central,Mercer,44.5,"Mercer County, Ohio",39107,OH
1998,Ohio,West Central,Miami,45.0,"Miami County, Ohio",39109,OH
1998,Ohio,Southwest,Montgomery,37.1,"Montgomery County, Ohio",39113,OH
1998,Ohio,Southeast,Muskingum,40.2,"Muskingum County, Ohio",39119,OH
1998,Ohio,North Central,Ottawa,41.4,"Ottawa County, Ohio",39123,OH
1998,Ohio,Northwest,Paulding,40.8,"Paulding County, Ohio",39125,OH
1998,Ohio,Central,Pickaway,40.3,"Pickaway County, Ohio",39129,OH
1998,Ohio,Southwest,Preble,41.9,"Preble County, Ohio",39135,OH
1998,Ohio,Northwest,Putnam,44.6,"Putnam County, Ohio",39137,OH
1998,Ohio,Central,Ross,43.7,"Ross County, Ohio",39141,OH
